,PCA1,PCA2,PCA3,PCA4
0,-29.528544073814025,10.18256067129971,4.1921529782877585,0.1960690070021161
1,10.762369046405476,23.60014194715511,-2.6002325993286752,1.9817501969171178
2,15.134781536144734,9.416128567449013,-7.152443495099374,1.4988141730799518
3,-24.998397355537794,0.48644497221927524,13.88760660616233,-1.9926665336068052
4,-18.604634378782723,2.868497946342681,20.036482660139118,-0.9610900045761664
5,-21.292235936769593,2.61786395524361,9.32284240026836,-3.565334686695718
6,-21.145401137204736,8.010196999524338,14.906227963714056,1.3449916386112593
7,-21.594918126900822,11.389777286301655,10.906940490064427,-0.11813674491599428
8,-31.171272540515222,-7.694743620365964,-12.282275606426555,0.5857353126591308
9,10.236844018371649,22.056853747343673,-14.975498782252078,0.708017230751117
10,-21.73167627057414,2.845531494196039,8.811147416787305,-9.122659133090705
11,-31.232361480183616,3.91345032910292,15.516424709097983,-2.2027580695653515
12,34.705308518698196,-15.561712076005632,8.944712811502182,1.104689107874894
13,-35.33106083023951,5.433229451877371,19.1037193891702,1.6058025438788912
14,-22.959879816420216,2.968443376439562,10.30706970759787,0.4060688831289631
15,36.75355009338768,-24.984938640915725,13.879858755768495,-0.48280914155312815
16,30.35872977825504,-7.412465281331208,-0.8115042608160375,-0.2732225115452213
17,-22.75602080711542,-12.981562390277976,-17.47474712092837,-5.457486874113877
18,-29.746633812940658,-8.725339666975172,-15.108466136847591,0.5526279604185909
19,-26.543452321927816,-15.421537158522879,-12.922139873237537,-6.904805512624605
20,-27.849210285679437,15.979034340724038,14.164969246001409,6.002784828477562
21,31.78561225370886,-12.489422020256299,7.723971198265413,-1.5891425538576782
22,36.48117065457669,-14.083546343391747,4.30473614306233,5.225110430459325
23,32.95577169977965,-16.51962957261739,11.065925663852552,-7.213431487195839
24,23.050463952464213,20.762282659643056,-9.469356390398334,-8.322039926017249
25,-22.954330271135994,-12.260298129222505,-7.424917751335597,-4.486518848574272
26,13.849547431462845,18.20687831219492,-5.248623477213695,-6.2166551471592495
27,14.347042950597876,20.6968660551886,-7.897862675865238,-0.00044464360202106255
28,11.786909778681233,14.22730427179089,-7.652823879945008,5.1712157061551345
29,31.834050987398445,-15.898624572734454,-1.363155994372322,7.071740367015738
30,-31.566960508341108,-17.58558736753179,-3.0494619806610217,3.0748638693775345
31,-22.4140564899496,9.884605690203989,15.484742052507094,-4.051711271072961
32,11.967077042635733,15.640844254863023,-14.662443424783383,2.630496122166964
33,-29.562881678295028,5.877356656558593,11.17325482192858,-5.363248960213715
34,-15.645999279268619,6.772606623079639,16.56121162410739,12.997823355238832
35,-17.69871109607981,14.91283017255597,18.837623650376166,-4.843856803611152
36,-23.888722309578316,7.5286875026978075,11.893845529026677,2.5897911071992072
37,38.90718714606032,-18.298546950474364,-6.061974471578146,0.8731168459455422
38,38.49536703936193,-15.647316064848495,0.046647058234567315,-3.4838845010945882
39,-23.865529479940147,10.255450271710584,16.466662123259596,4.275850914080925
40,23.97568405617034,-18.546693533735507,6.293997714995302,4.637433223735146
41,-32.725326570494246,-14.52506178677254,-8.784634189454733,-3.5615303461004713
42,28.497744814370648,-17.758570932791347,1.6062937766132286,2.398070722538432
43,16.408300615828512,15.744587874334089,-10.342406681769504,-4.331627831716579
44,28.655833833181287,-18.093391342441542,15.558546098795217,1.8819821465380977
45,-32.0284945765385,-10.52398565134601,-16.570265617231556,-8.400327940139949
46,18.12715801792345,23.037400658879275,-3.4653182304698493,-7.823542806859876
47,18.768196728837843,20.19080830724227,-1.0460079191179763,3.373401478421149
48,20.780823947401547,22.93871941137281,1.2221001311323214,9.97800663258532
49,-38.24772148772864,-15.763680269971998,-18.0626692280431,3.5293947737276565
50,-30.7738939738001,8.22426945973915,19.55929036062927,11.549853766296433
51,20.46497533878991,29.128760983723467,-12.397313470322167,-2.136327465747532
52,15.204005747911387,20.794000757228314,-16.610005819408908,2.5597833748249528
53,37.74400088081497,-28.067678456327826,-1.2220018038890854,6.469278481375505
54,-22.410048747093267,-13.746282303866652,-3.478682377445305,10.074322369706229
55,30.70455912913593,-13.32451546270167,8.094195972632841,-9.881779348763866
56,32.84329816678755,-10.868516345974918,3.782430728142501,-6.971791970405396
57,-25.384122085068693,-16.655150979941737,-6.858985658447014,3.137637720810468
58,-22.133642271295525,10.288427577552316,18.545045300835326,3.7217082206422694
59,16.773257838192443,16.9368143567814,-9.807364648201766,3.357558310563346
60,-28.684328583799367,7.950688360392602,16.062663232760958,4.207188587587037
61,-23.815645129648765,-7.295997186821063,-13.37451097739322,-5.012074460102562
62,37.89735326519752,-15.681875898085229,4.99803244304949,-3.060937425327693
63,-24.927083358762598,-16.77149713737601,-14.032446774260938,-5.506488908608937
64,-35.881966122145506,-15.892278440400062,-5.697926748887562,0.8123476949911085
65,-33.223606279985674,-12.135948332754515,1.5816655677737026,5.12361653254919
66,37.528599994655494,-20.745372204351938,3.7390913570508624,2.248993370162199
67,-23.19618317477141,-11.867668667584358,-7.973110171482438,6.406302553387487
68,-28.53226512251509,-18.211694168108252,-7.4678040896825655,-1.9811214825896744
69,30.77674576008943,-14.561472889646224,2.9515951253836104,-0.17322242116128533
70,-34.52442357285768,-18.293775987230415,-13.867335923677409,0.0013831767685277276
71,12.93199431980306,10.610274553474186,-19.16164016833099,1.1983699431693189
72,15.6532283889249,24.259290806776164,-9.797552565870122,4.585659981018955
73,-22.057841765069096,2.5226446839937595,8.39606685846552,0.5376190137326894
74,0.7200467443778636,16.169189660153744,-11.433405440910285,-4.325243896842221
75,19.710401058786555,12.478400933002872,-11.961405094445608,-1.9908995075513418
76,-22.58840935151435,-13.701955090561889,-22.355839021551226,10.400794172812848
77,-12.962752565421319,8.63225560502925,17.396105275144027,9.078066892147147
78,22.80726959334573,15.853253180802888,-5.439795411104831,10.219905752749995
79,-20.397416792336905,8.298922677553277,4.509131821340759,-0.9730177553461128
80,-34.87448523107746,-14.325416860668403,-10.122619316158763,4.282631690478287
81,-19.312382828051074,9.208474721946159,12.910383145928847,-0.307844271736518
82,43.084886444575766,-14.926725446540988,5.7448490280870965,9.092655295625082
83,-32.293203028310714,-10.53136467511498,-13.969616594544686,3.4553704940354484
84,-23.439373295368366,10.507272429909184,13.038958894817547,-1.6973532665401572
85,-30.498612309348715,-18.080100118283603,-7.462313404664149,-7.339231750422004
86,11.249726923390305,21.68255093127329,-13.276974302409707,0.625392134591329
87,-19.601602516773955,7.80686288373754,9.7415818152392,-2.3769429196484917
88,-26.45162926433488,10.452561277069425,2.6712369048694393,-0.7894989190009014
89,-30.212144725520147,-23.610897362936097,-7.473358057559481,-8.582297715062701
90,-25.179853016890686,-13.539574216134959,-14.162648212645479,-0.6369883143337317
91,-33.65110719447814,-14.796044870397811,-12.784003637962856,4.745472791784586
92,-24.558415661431805,-8.547429984682946,-10.515181230307325,-8.654741796680362
93,-31.52310950694069,8.920733660306189,10.789224445858599,-7.9805255029928155
94,-27.95492413552283,-8.282778421034298,-7.309726190724525,4.922482176282384
95,27.218747239272233,-15.109413215961176,3.950419921637316,0.8727446221625961
96,-31.51520275287402,-15.696717988354948,-5.778892067056946,3.0915333444828157
97,-24.320017208756486,-6.711088942543453,-13.225000209033919,3.616792280508233
98,35.002463866620324,-15.38652075590562,9.461309590649929,-3.373965779648662
99,-22.831500555206745,13.383586489014096,6.67736361613913,9.425310037061312
100,33.11005771284691,-16.964027099645378,3.176924053239687,11.801917930814222
101,-29.152813246887025,0.9187391846505225,7.544346003093526,-4.127499248821623
102,33.717190125258,-13.708741294052786,5.643727444044212,-1.503228673580972
103,-22.454580186934237,7.151524381103536,2.2383327605007524,2.5229364560743055
104,33.558776908785184,-13.863767562027848,2.3586925099114184,-2.950155342206715
105,39.5616431592845,-9.63605756928652,-1.4134276007026518,-0.037971132843068314
106,-34.870445936609876,-5.261787497083521,-11.198352722824147,-9.402938180794967
107,7.816301646313555,17.449898532388914,-12.995553312075172,5.942734694506842
108,29.553079476296137,-18.826017727267082,5.713923662613413,-6.009426458234814
109,-27.934365207485683,-14.814244588861863,-2.3065269018285615,-3.736928170597305
110,-27.11330925338115,-6.8657142937572795,-10.796513791932286,-4.05331022871912
111,34.54144719128414,-7.207111354038201,1.1201515943203688,6.505940229972316
112,38.30109837681137,-15.91212469507716,-0.7469273752636499,-5.401100638432756
113,-20.742014912737496,-0.18712101111984306,16.13447668040495,4.329124875086502
114,13.926711159582428,27.121248234329126,-7.44672666825266,1.9067034885970209
115,32.893074629122054,-2.9164300312485447,2.994923496545337,-4.067042170615059
116,33.95673922362395,-13.169762257198885,4.572340016002258,-4.272739942585637
117,5.062057863112793,19.20481767610904,-2.9303830568276963,-7.865223298401693
118,28.47911196375445,21.8875090467273,-10.60750314429964,12.087227446879387
119,19.47465914907918,31.178857452647257,-9.436912790240337,5.779359104138932
120,-37.62608188214984,11.963433175623829,12.118560556758839,3.6991555819201647
121,-21.213767778028817,6.207598161302429,12.308743055499933,7.297601679438235
122,-24.283217781642787,14.607968893814027,11.243008398563344,1.7896452614593692
123,26.666220520942453,-18.106634226063033,4.085434184774823,0.5141184872975059
124,-17.48628404002291,10.599526036458453,14.088743143653918,-0.7987068132015106
125,17.875737649796264,29.18645808872406,-2.7357704109379846,1.3222076144901513
126,-24.135561694311026,4.371633884481389,15.900002398354507,2.3534850915552568
127,-28.335183888934544,5.940116529555681,13.454634682249264,-2.8891748870041094
128,-25.30811699042548,-10.914169597859093,-6.308042130507622,-1.9131485600465643
129,-36.936807319259266,-12.610694976816495,-15.043479620196981,-7.384751824481348
130,-25.265233416814922,-13.16858341124341,-1.754427084846075,1.8052585835960588
131,-34.46384163862232,-10.523473679948562,-10.817989626985986,-6.712837182494312
132,-11.329526092472811,9.941347460116766,15.855327099950562,-5.807043764670493
133,-23.858509944546828,-9.789848984419034,-12.270247392225894,-8.946420521865358
134,38.46544133634567,-2.5885221758572485,13.123359484168036,4.773689461412843
135,35.10074805253214,-13.622097948381128,4.69760390425467,0.32350779452358025
136,37.17396985954222,-14.040281723905965,6.094255173325434,0.1979226447393968
137,13.544622061469244,19.618211680093534,-13.789720354975815,-3.4105717200822063
